#	520
# #	99
'	1
* *	1
-	2
-9528	1
00000	13
00002	1
00011	1
00195	1
00197	1
00679	1
00705	1
00907	1
00912	1
01018	1
01020	1
01036	1
01040	1
010467	1
01060	4
01082	1
01106	12
01111	1
01138	1
01230	4
01244	2
01245	2
01259	3
01264	6
01266	1
01451	2
01468	1
01471	1
01545	1
01702	1
01721	2
017410	1
01742	2
01746	3
01772	1
01821	1
01886	1
01960	3
01966	3
01983	1
02021	1
02109	3
02110	9
02111	1
02113	1
02114	2
02115	6
02116	8
02128	1
02129	1
02130	1
02131	1
02132	2
02138	1
02139	1
02140	2
02143	2
02150	3
02155	3
02165	1
02172	1
02184	1
021990262	5
02210	19
02215	1
02360	17
02368	1
02421	8
02445	4
02459	1
02462	1
02465	1
02467	3
02472	1
02476	1
02478	1
02482	1
02492	2
02493	4
02539	1
02563	2
02642	1
02721	4
02748	1
02837	2
02840	2
02863	2
02871	6
02874	2
02879	1
02886	8
02891	2
02903	30
02904	1
02906	2
02920	3
03043	3
03064	1
03087	1
03101	4
03110	2
03141	4
03194	1
03226	3
03276	1
03304	2
03307	1
03451	1
03457	2
03458	1
03561	1
03801	2
03820	1
03842	7
03870	3
03885	1
04074	5
04101	18
04102	1
04103	1
04330	1
046273756	2
046279722	1
04841	1
04852	5
04915	1
05154	3
05156	1
05255	4
05301	1
05355	1
05358	1
05363	5
05390	1
05401	1
05602	3
05641	1
05648	1
05734	2
05738	1
05819	2
05821	1
06001	4
06002	1
06013	3
06029	1
06033	6
06039	2
06042	2
06051	3
06053	5
06067	5
06070	2
06085	4
06091	2
06103	1
06107	1
06109	1
06111	2
06117	5
06119	1
06120	1
06268	1
06281	1
06335	1
06357	1
06360	3
06371	1
06385	1
06404	1
06405	1
06426	1
06430	1
06443	2
06457	1
06460	1
064608115	1
06461	1
06470	5
06471	3
06475	1
06478	3
064791922	2
06483	3
06484	3
06488	3
06492	1
06510	1
06511	2
06517	2
06520	1
06525	6
06604	2
06611	14
06612	4
06614	1
06615	1
06701	1
06759	1
06784	3
06790	5
06801	9
06804	12
06807	25
068071113	1
06810	5
06811	4
06812	3
06820	8
06824	14
06825	12
06830	262
06831	9
06836	3
06840	13
06850	1
06851	8
06854	1
06870	9
06877	8
06878	4
06880	32
06883	7
06890	5
068901074	4
06896	1
06897	8
06901	9
06902	21
06903	17
06905	12
06906	3
06907	2
07001	10
07002	14
07003	3
07004	3
07006	10
07009	2
07010	7
07011	5
07012	6
07013	5
07014	1
07016	4
07017	2
07018	10
070182717	2
07020	12
070201121	1
07021	2
07022	1
07023	1
07024	304
07026	1
07029	2
07030	96
070316537	1
07032	19
07033	2
07035	2
07036	12
07039	47
07040	5
07041	8
07042	14
07043	9
07045	4
07047	32
07050	14
07052	37
07054	27
07055	2
07056	1
07057	3
070571333	2
07059	9
07060	1
07062	4
07065	3
07066	1
07068	10
07069	5
07070	4
07071	11
07072	8
07073	10
07074	1
07075	3
07076	27
07078	4
07079	46
07080	11
07081	10
07082	1
07083	30
07086	11
07087	7
07090	24
