!0312	1
*	12
**	3
.	2
/A	1
/N/A	1
/NA	1
0	2
000	3
000-0000	1
0000	20
00000	489
000000	47
0000000	9
00000000	3
000000000	1
0000000000	1
01126	1
01564	3
01913	1
02420	1
02563	1
03055	1
03261	1
036	1
04330	1
06033	1
06074	1
06103	1
06105	1
06320	1
06437	2
06484	3
06492	1
06518	1
06611	1
06770	1
06784	2
06807	2
06812	1
06824	1
06830	1
06831	1
06840	1
06877	1
06880	1
06897	1
06902	1
06905	1
07002	2
07003	1
07004	2
07006	2
07011	1
07012	1
07016	1
07017	1
07019	1
07024	4
07032	1
07036	1
07040	3
07052	1
07055	2
07057	4
07059	1
07065	1
07066	1
07071	1
07075	1
07078	1
07086	2
07087	2
07090	2
07094	2
07095	1
07105	1
07111	1
07208	1
07302	1
07304	1
07306	4
07401	1
07407	1
07410	1
07417	1
07422	1
07423	1
07436	1
07444	1
07470	1
07506	1
07512	8
07607	1
07620	9
07621	3
07627	1
07628	1
07630	1
07632	1
07640	1
07645	1
07647	1
07649	1
07652	3
07657	2
07664	1
07666	3
07718	1
07719	1
07722	2
07724	1
07726	4
07727	1
07728	6
07730	1
07733	2
07746	8
07747	1
07748	2
07751	3
07940	1
07974	1
08003	1
08034	2
08054	1
08401	1
08520	4
08527-2601	1
08536	2
08540	2
08550	1
08572	1
08618	1
08701	5
08816	5
08817	1
08833	1
08837	3
08846	2
08857	2
08876	1
08879	5
08882	2
1	5
10000	4
100000	3
100003	1
100009	1
10001	232
100012	1
100013	1
100014	1
10002	436
10002-3351	1
10002-4182	1
100028	1
10003	733
100033	1
100038	1
10004	24
10005	36
10006	16
10007	55
10009	849
10009-6637	1
100090	1
10010	197
10010-4824	1
10011	836
10011-5510	2
10011-8226	2
100119196	1
10012	379
10013	301
100135405	1
10014	825
10014-5102	1
10015	1
10016	637
10017	204
100178	1
10018	109
10019	437
10020	3
10021	470
10022	372
10023	530
10023-2676	1
100232676	1
10024	818
10025	785
100254938	1
10026	302
10026-4057	2
10026-4061	4
10027	624
10027-7828	1
10028	592
10029	372
1003	1
10030	276
