10001, 10010, 10011, 10016, 10017, 10018, 10019, 10021, 10022, 10028, 10036, 10065, 10075, 10106, 10121, 10152, 10167, 10171, 10172, 10173, 10177	1
10001, 10010, 10011, 10018, 10019, 10022, 10023, 10024, 10025, 10027, 10036	1
10001, 10010, 10013	1
10001, 10010, 10013, 10016	2
10001, 10010, 10014	1
10001, 10010, 10014, 10016, 10036, 10038, 11201	1
10001, 10010, 10016	29
10001, 10010, 10016, 10017	1
10001, 10010, 10016, 10017, 10018, 10019, 10020, 10022, 10023, 10036, 10103, 10111, 10112, 10119	1
10001, 10010, 10016, 10017, 10018, 10019, 10022, 10036	1
10001, 10010, 10016, 10017, 10019, 10020, 10036, 10111	1
10001, 10010, 10016, 10018	1
10001, 10010, 10016, 10018, 10036	1
10001, 10010, 10016, 10019, 10020, 10036, 10111, 10112, 10119	1
10001, 10010, 10016, 10036	3
10001, 10010, 10016, 10301	1
10001, 10010, 10016, 11222	1
10001, 10010, 10017	1
10001, 10010, 10017, 10024, 11106	1
10001, 10010, 10017, 11201	1
10001, 10010, 10018	4
10001, 10010, 10018, 10019, 10020, 10036, 10105, 10119	2
10001, 10010, 10018, 10022, 10036, 10152	1
10001, 10010, 10018, 10023, 10029	1
10001, 10010, 10019	2
10001, 10010, 10019, 10036	1
10001, 10010, 10036	2
10001, 10010, 10075	1
10001, 10010, 10121	1
10001, 10010, 11105	1
10001, 10010, 11249	1
10001, 10011	115
10001, 10011, 10012	1
10001, 10011, 10012, 10013	1
10001, 10011, 10012, 10013, 10018	1
10001, 10011, 10012, 10014	2
10001, 10011, 10012, 10027, 10028	1
10001, 10011, 10013	2
10001, 10011, 10013, 10014	1
10001, 10011, 10013, 10016	1
10001, 10011, 10013, 10018, 10019, 10034, 10036	1
10001, 10011, 10014	18
10001, 10011, 10014, 10016	1
10001, 10011, 10014, 10016, 10019, 10022, 10023, 10027, 10036	1
10001, 10011, 10014, 10019	1
10001, 10011, 10014, 10036	1
10001, 10011, 10014, 10036, 11249	1
10001, 10011, 10014, 10451	1
10001, 10011, 10016	2
10001, 10011, 10016, 10018	2
10001, 10011, 10017	2
10001, 10011, 10017, 10018, 10019, 10036	1
10001, 10011, 10017, 10022, 10112	1
10001, 10011, 10018	8
10001, 10011, 10018, 10019	1
10001, 10011, 10018, 10019, 10020, 10036, 10119	1
10001, 10011, 10018, 10019, 10022	1
10001, 10011, 10018, 10019, 10024, 10027, 10036	1
10001, 10011, 10018, 10019, 10036	1
10001, 10011, 10018, 10036	1
10001, 10011, 10019	1
10001, 10011, 10019, 10022, 10025, 10032, 10036	1
10001, 10011, 10021, 10022	1
10001, 10011, 10022	1
10001, 10011, 10022, 10112	1
10001, 10011, 10023	1
10001, 10011, 10023, 10024	1
10001, 10011, 10025	1
10001, 10011, 10036	1
10001, 10011, 11101	1
10001, 10011, 11201	2
10001, 10011, 11357	1
10001, 10012	5
10001, 10012, 10013	1
10001, 10012, 10013, 10016	1
10001, 10012, 10013, 10121	1
10001, 10012, 10013, 11201, 11211, 11249	1
10001, 10012, 10014	2
10001, 10012, 10121	1
10001, 10013	7
10001, 10013, 10014	1
10001, 10013, 10018	1
10001, 10013, 10022	1
10001, 10013, 10282	1
10001, 10014	19
10001, 10014, 10016	1
10001, 10014, 10016, 10017, 10018, 10020, 10022, 10036, 10111, 10112	1
10001, 10014, 10016, 10018, 10019, 10036	1
10001, 10014, 10018	2
10001, 10014, 10022	1
10001, 10016	29
10001, 10016, 10017	2
10001, 10016, 10017, 10018	1
10001, 10016, 10017, 10018, 10019, 10020, 10021, 10022, 10036, 10065, 10103, 10111, 10112	1
10001, 10016, 10017, 10019, 10022, 10036	1
10001, 10016, 10018	9
10001, 10016, 10019	1
10001, 10016, 10019, 10022, 11231	1
10001, 10016, 10022	1
10001, 10016, 10022, 11231	1
10001, 10016, 10023	1
10001, 10016, 10024	1
10001, 10016, 10038, 11373, 11377	1
10001, 10016, 10118, 10120, 10121	1
10001, 10016, 11368	1
10001, 10017	4
10001, 10017, 10018	3
10001, 10017, 10018, 10019, 10020, 10022, 10036	1
10001, 10017, 10018, 10022	1
10001, 10017, 10019, 10020, 10022, 10036, 10065	2
10001, 10017, 10019, 10020, 10111, 10112	1
10001, 10017, 10019, 10036	1
10001, 10017, 10022	1
10001, 10017, 10036	1
10001, 10018	97
10001, 10018, 10019, 10022, 10036	3
10001, 10018, 10019, 10027, 10031, 10036	2
10001, 10018, 10019, 10036	1
10001, 10018, 10019, 10036, 10106, 10121	1
10001, 10018, 10019, 10036, 10470	1
10001, 10018, 10027, 10031	1
10001, 10018, 10036	5
10001, 10018, 10118, 10121	1
10001, 10018, 11101	1
10001, 10018, 11222	1
10001, 10019	8
10001, 10019, 10022, 10024	1
10001, 10019, 10022, 11216	1
10001, 10019, 10036	1
10001, 10019, 10038	1
10001, 10019, 10103, 10119	1
10001, 10021, 10036, 10065	1
10001, 10021, 10075	1
10001, 10022	2
10001, 10023	2
10001, 10023, 10075	1
10001, 10025, 10121	1
10001, 10025, 11201	1
10001, 10026	1
10001, 10027, 10031	3
10001, 10029	2
10001, 10031	1
10001, 10035, 10121, 11375	1
10001, 10036	10
10001, 10036, 10120	1
10001, 10036, 10121	1
10001, 10036, 11211	1
10001, 10036, 11231, 11249	1
10001, 10039, 10119	1
10001, 10065	1
10001, 10121	591
10001, 10128	1
10001, 10459	1
10001, 11101	1
10001, 11104	1
10001, 11201	3
10001, 11201, 11249	1
10001, 11205, 11217	1
10001, 11215	1
10001, 11222	4
10001, 11224, 11235	1
10001, 11225	1
10001, 11231	1
10001, 11238	1
10001, 11368	1
10001, 11385	1
10001, 11420	1
10002	540
10002, 10003	18
10002, 10003, 10005, 10011, 10012, 10014, 10017, 10019, 10022, 10027, 10075	1
10002, 10003, 10007, 10011	1
10002, 10003, 10007, 10013, 10038, 10278	1
10002, 10003, 10009	20
10002, 10003, 10009, 10010, 10016, 11205, 11216, 11221	1
10002, 10003, 10009, 10012	6
10002, 10003, 10009, 10012, 10013	2
10002, 10003, 10009, 10014	1
10002, 10003, 10009, 10019, 10022, 11231	1
10002, 10003, 10009, 10038, 11205	1
10002, 10003, 10009, 11101	1
10002, 10003, 10010	2
10002, 10003, 10010, 10016, 10038, 11201	1
10002, 10003, 10011	2
10002, 10003, 10011, 10012, 10013	1
10002, 10003, 10011, 10012, 10013, 10021, 10075, 11201	1
10002, 10003, 10011, 10013, 10036	1
10002, 10003, 10011, 10014	1
10002, 10003, 10011, 10014, 10016, 10017	1
10002, 10003, 10011, 10014, 10028, 10029, 10035, 10128	1
10002, 10003, 10011, 10028, 11233	1
10002, 10003, 10011, 11211	1
10002, 10003, 10012	10
10002, 10003, 10012, 10013	1
10002, 10003, 10012, 10017, 10018	1
10002, 10003, 10012, 11201	1
10002, 10003, 10013	1
10002, 10003, 10013, 10021, 10031	1
10002, 10003, 10013, 10038	2
10002, 10003, 10014	1
10002, 10003, 10014, 10038, 11201	1
10002, 10003, 11201	1
10002, 10003, 11216	1
10002, 10004	5
10002, 10004, 10005	2
10002, 10004, 10005, 10006, 10013	1
10002, 10004, 10005, 10006, 10013, 10038, 11201	1
10002, 10004, 10005, 10006, 10038	1
10002, 10004, 10005, 10007, 10013, 10038	1
10002, 10004, 10005, 10012, 10013, 10038	1
10002, 10004, 10005, 10013, 10038	2
10002, 10004, 10005, 10013, 10038, 11201	1
10002, 10004, 10005, 10035, 10128	1
10002, 10004, 10005, 10038	1
10002, 10004, 10006	1
10002, 10004, 10007, 10013, 10038	1
10002, 10004, 10009, 10128	1
10002, 10004, 10012	1
10002, 10004, 10013, 10036, 11211	1
10002, 10004, 10013, 10038	1
10002, 10004, 10013, 10038, 11038	1
10002, 10004, 10013, 10281, 10282	1
10002, 10004, 10022, 10028, 10029, 10035, 10128	1
10002, 10004, 10036	1
10002, 10004, 10038	3
10002, 10004, 10038, 11222	1
10002, 10004, 10474	1
10002, 10004, 11101, 11104, 11222	1
10002, 10004, 11211	1
10002, 10005, 10006, 10007, 10038	1
10002, 10005, 10006, 10011, 10013, 10022	1
10002, 10005, 10006, 10028, 10029, 10035, 10038, 10128, 11201	2
10002, 10005, 10009, 10028, 10029, 10035, 10128	1
10002, 10005, 10013, 10038	2
10002, 10005, 10035, 10038	1
10002, 10005, 10038	4
10002, 10005, 10038, 11201	1
10002, 10006, 10011, 10014, 10022	1
10002, 10006, 10011, 10014, 10022, 10028	1
10002, 10006, 11211, 11238	1
10002, 10007	4
10002, 10007, 10010, 10013, 10038	1
10002, 10007, 10010, 11211	1
10002, 10007, 10012, 10013	1
10002, 10007, 10013	9
10002, 10007, 10013, 10038	11
10002, 10007, 10013, 10038, 10278, 11201	1
10002, 10007, 10013, 10038, 10282	1
10002, 10007, 10013, 10038, 11217	1
10002, 10007, 10016, 10017, 10038, 10165, 11201	1
10002, 10007, 10018, 11222	1
10002, 10007, 10035, 11106, 11357	1
10002, 10007, 10038	2
10002, 10007, 10038, 11201	4
10002, 10007, 10075	1
10002, 10007, 10278	2
10002, 10009	35
10002, 10009, 10010, 10016, 10017	1
10002, 10009, 10011	2
10002, 10009, 10011, 10012	1
10002, 10009, 10011, 10012, 10013, 11211	1
10002, 10009, 10012	3
10002, 10009, 10012, 10013	2
10002, 10009, 10013, 10128	1
10002, 10009, 10014, 10038	1
10002, 10009, 10036	1
10002, 10009, 11205	1
10002, 10009, 11211	2
10002, 10009, 11251	1
10002, 10010	5
10002, 10010, 10011, 10012	1
10002, 10010, 10012, 10013, 10016	2
10002, 10010, 10012, 10038, 11201	1
10002, 10010, 10013, 10036, 11211	1
10002, 10010, 10013, 10038	1
10002, 10010, 10013, 11201	1
10002, 10010, 10016	1
10002, 10010, 10016, 10017, 10065	1
10002, 10010, 10017, 10038, 11201	2
10002, 10010, 10018	1
10002, 10011	4
10002, 10011, 10012	1
10002, 10011, 10012, 10013	1
10002, 10011, 10012, 10013, 10014	1
10002, 10011, 10012, 10014	3
10002, 10011, 10013	2
10002, 10011, 10013, 10014, 10038, 11201	1
10002, 10011, 10013, 10017	1
10002, 10011, 10013, 11201	1
10002, 10011, 10014	2
10002, 10011, 10014, 10038	1
10002, 10011, 10014, 11201	1
10002, 10011, 10019, 10035, 11101, 11249	1
10002, 10011, 10036	1
10002, 10011, 11201	1
10002, 10012	57
10002, 10012, 10013	40
10002, 10012, 10013, 10014	1
10002, 10012, 10013, 10016	1
10002, 10012, 10013, 10017	1
10002, 10012, 10013, 10018, 10036	1
10002, 10012, 10013, 10019, 10023, 10028, 10065	1
10002, 10012, 10013, 10019, 10038	1
10002, 10012, 10013, 10021, 10025	1
10002, 10012, 10013, 10022, 10038, 11201	1
10002, 10012, 10013, 10023	1
10002, 10012, 10013, 10038	1
10002, 10012, 10013, 10065	1
10002, 10012, 10013, 11101, 11222	1
10002, 10012, 10013, 11201	1
10002, 10012, 10013, 11211, 11222, 11249	1
10002, 10012, 10014	1
10002, 10012, 10016	2
10002, 10012, 10018, 10036, 10038	1
10002, 10012, 10018, 10038	1
10002, 10012, 10019, 10027, 10036, 11211	1
10002, 10012, 10025	1
10002, 10012, 10035	2
10002, 10012, 10036	1
10002, 10012, 10038	1
10002, 10012, 10038, 11201	1
10002, 10012, 11201	2
10002, 10012, 11201, 11249	1
10002, 10012, 11211	3
10002, 10012, 11211, 11249	1
10002, 10012, 11249	1
10002, 10013	70
10002, 10013, 10014	3
10002, 10013, 10014, 10038	1
10002, 10013, 10016, 10017, 10019, 10022, 11201	1
10002, 10013, 10016, 10038	1
10002, 10013, 10016, 11201	1
10002, 10013, 10017, 10022	2
10002, 10013, 10017, 10022, 11201	1
10002, 10013, 10018	1
10002, 10013, 10019, 10021, 10022, 10028, 10065, 10075, 10128	1
10002, 10013, 10019, 10036, 10105	1
10002, 10013, 10019, 10038	1
10002, 10013, 10022, 10024	1
10002, 10013, 10022, 10026, 10027	1
10002, 10013, 10023, 11201	1
10002, 10013, 10023, 11217	1
10002, 10013, 10028, 10029, 10035, 10038, 10128	1
10002, 10013, 10028, 10038	1
10002, 10013, 10035	1
10002, 10013, 10035, 10038	1
10002, 10013, 10036	2
10002, 10013, 10036, 10038	1
10002, 10013, 10036, 11201	2
10002, 10013, 10038	50
10002, 10013, 10038, 11101	1
10002, 10013, 10038, 11201	2
10002, 10013, 10038, 11201, 11211	4
10002, 10013, 10038, 11211, 11249	1
10002, 10013, 10038, 11372	1
10002, 10013, 10280	1
10002, 10013, 11038	1
10002, 10013, 11038, 11201	1
10002, 10013, 11101	2
10002, 10013, 11101, 11109	1
10002, 10013, 11109, 11222, 11249	1
10002, 10013, 11201	6
10002, 10013, 11201, 11231	2
10002, 10013, 11201, 11355	1
10002, 10013, 11203	1
10002, 10013, 11207	1
10002, 10013, 11211	2
10002, 10013, 11217	2
10002, 10013, 11218	1
10002, 10013, 11222	1
10002, 10013, 11249	1
10002, 10013, 11251	1
10002, 10014	9
10002, 10014, 10018	1
10002, 10014, 10019	1
10002, 10014, 11201, 11205	1
10002, 10016	1
10002, 10016, 11211	1
10002, 10017	2
10002, 10017, 10022, 10038, 11201	1
10002, 10017, 10036	1
10002, 10018, 10019, 10020, 10036, 10119, 11211, 11249	1
10002, 10018, 10036	3
10002, 10018, 10038	1
10002, 10018, 11101	1
10002, 10018, 11211	1
10002, 10018, 11222	1
10002, 10019	4
10002, 10019, 10020, 10026, 10027, 11211	1
10002, 10019, 10038	1
10002, 10019, 10103, 10119	1
10002, 10020	1
10002, 10020, 10027, 10111, 10112	1
10002, 10021	1
10002, 10021, 10023, 10038, 11201	1
10002, 10022	1
10002, 10022, 10038, 10065, 11038, 11201	1
10002, 10022, 10044, 10065, 11101	2
10002, 10022, 10044, 10065, 11101, 11201, 11211, 11222	1
10002, 10022, 11231	1
10002, 10023	1
10002, 10023, 10025, 10038, 11201	1
10002, 10024, 10025	2
10002, 10024, 11201	2
10002, 10025	2
10002, 10026, 10027	1
10002, 10026, 10458	1
10002, 10027	1
10002, 10027, 10030	1
10002, 10028, 10029, 10035, 10038, 10128	2
10002, 10028, 10029, 10035, 10038, 10128, 11201	1
10002, 10028, 10029, 10035, 10128	1
10002, 10029	1
10002, 10029, 11217	1
10002, 10035	1
10002, 10035, 10038	1
10002, 10035, 10038, 11211, 11249	1
10002, 10035, 11201, 11211	1
10002, 10035, 11211	2
10002, 10036	4
10002, 10038	50
10002, 10038, 11105, 11201, 11222	1
10002, 10038, 11201	6
10002, 10038, 11201, 11211	2
10002, 10038, 11201, 11217, 11238	1
10002, 10038, 11201, 11231	1
10002, 10038, 11237	1
10002, 10038, 11691, 11694	1
10002, 10451, 10459, 11211	1
10002, 10452	1
10002, 10454	1
10002, 10469	1
10002, 11038, 11206, 11211	1
10002, 11101	4
10002, 11101, 11109	1
10002, 11101, 11201	1
10002, 11101, 11211	2
10002, 11101, 11378	1
10002, 11102, 11105, 11201, 11217, 11241, 11249	1
10002, 11201	20
10002, 11201, 11205	2
10002, 11201, 11206, 11211, 11237	1
10002, 11201, 11211	5
10002, 11201, 11211, 11231	1
10002, 11201, 11211, 11249	2
10002, 11201, 11215, 11217, 11238	1
10002, 11201, 11222	2
10002, 11201, 11232	1
10002, 11205	2
10002, 11205, 11211	1
10002, 11206	1
10002, 11206, 11211, 11222, 11249	1
10002, 11207	1
10002, 11208, 11220	1
10002, 11211	10
10002, 11211, 11222	1
10002, 11211, 11222, 11249	2
10002, 11211, 11231	1
10002, 11211, 11249	10
10002, 11211, 11357	1
10002, 11211, 11377	1
10002, 11215	2
10002, 11216, 11238	1
10002, 11217	1
10002, 11219	1
10002, 11222	9
10002, 11222, 11232	1
10002, 11231	3
10002, 11237	1
10002, 11238	1
10002, 11249	1
10002, 11251	1
10002, 11358	1
10002, 11367	1
10002, 11414	1
10003	702
10003, 10004	1
10003, 10004, 10005	2
10003, 10004, 10005, 10006, 10012	1
10003, 10004, 10005, 10011	1
10003, 10004, 10005, 10011, 10038, 10045	1
10003, 10004, 10005, 10012, 10038	2
10003, 10004, 10011, 10280	1
10003, 10004, 10012	1
10003, 10005, 10009, 10010, 10038	1
10003, 10005, 10009, 10010, 10045, 10271	1
10003, 10005, 10011, 10014	1
10003, 10005, 10012, 10038	1
10003, 10007	2
10003, 10007, 10011	3
10003, 10007, 10011, 10012, 10013, 10014, 10278	1
10003, 10007, 10011, 10012, 10013, 10038	1
10003, 10007, 10011, 10013	1
10003, 10007, 10012, 10024	1
10003, 10007, 10013	1
10003, 10007, 10013, 10038	1
10003, 10007, 10019	1
10003, 10007, 10022, 10065	1
10003, 10009	86
10003, 10009, 10010	7
10003, 10009, 10010, 10011	1
10003, 10009, 10010, 10011, 10012, 10013	1
10003, 10009, 10010, 10012, 10013	1
10003, 10009, 10010, 10016	1
10003, 10009, 10011	3
10003, 10009, 10011, 10014, 11231, 11249	1
10003, 10009, 10012	8
10003, 10009, 10012, 10013, 10014	1
10003, 10009, 10013	2
10003, 10009, 10017, 10022	1
10003, 10009, 10018, 10036	1
10003, 10009, 10019, 10022	1
10003, 10009, 10032	1
10003, 10009, 10033	2
10003, 10009, 10036	1
10003, 10009, 10075	1
10003, 10009, 11101	2
10003, 10009, 11201	2
10003, 10009, 11207	1
10003, 10009, 11211, 11249	1
10003, 10009, 11249	1
10003, 10010	92
10003, 10010, 10011	28
10003, 10010, 10011, 10012	1
10003, 10010, 10011, 10012, 10013, 10014, 10016, 10023	1
10003, 10010, 10011, 10012, 10013, 10036	1
10003, 10010, 10011, 10014	1
10003, 10010, 10011, 10016	4
10003, 10010, 10011, 10017, 10018, 10019, 10036	1
10003, 10010, 10011, 10018	1
10003, 10010, 10011, 10019	1
10003, 10010, 10011, 10022, 10028	1
10003, 10010, 10011, 11222	1
10003, 10010, 10012	2
10003, 10010, 10012, 10013	2
10003, 10010, 10012, 10016	1
10003, 10010, 10013	1
10003, 10010, 10013, 10038, 10282	1
10003, 10010, 10016	7
10003, 10010, 10017	1
10003, 10010, 10017, 10165, 10173	1
10003, 10010, 10017, 11101	1
10003, 10010, 10018, 10019, 10020, 10023, 10111, 10112, 11215	1
10003, 10010, 10019, 10022	1
10003, 10010, 10021, 10023	1
10003, 10010, 10022	1
10003, 10010, 10022, 10152	1
10003, 10010, 10025, 10029	1
10003, 10010, 10036	4
10003, 10010, 10038	1
10003, 10010, 10177	1
10003, 10010, 11101	2
10003, 10010, 11201	1
10003, 10010, 11211	1
10003, 10010, 11211, 11249	1
10003, 10011	147
10003, 10011, 10012	28
10003, 10011, 10012, 10013	2
10003, 10011, 10012, 10013, 10014	1
10003, 10011, 10012, 10014	12
10003, 10011, 10012, 10014, 10021, 10065	1
10003, 10011, 10012, 10016, 10017, 10018, 10036, 10110, 10173	1
10003, 10011, 10012, 11234	1
10003, 10011, 10013	4
10003, 10011, 10013, 10014	1
10003, 10011, 10013, 10022, 11201	1
10003, 10011, 10014	28
10003, 10011, 10014, 10019, 10020, 10036	1
10003, 10011, 10014, 10019, 10022, 10024, 10036	1
10003, 10011, 10014, 10036	1
10003, 10011, 10016	2
10003, 10011, 10016, 10017	1
10003, 10011, 10016, 10017, 10170, 10174	1
10003, 10011, 10017, 10018, 10110	1
10003, 10011, 10018	1
10003, 10011, 10019	1
10003, 10011, 10021, 10023	1
10003, 10011, 10021, 10028, 10075	1
10003, 10011, 10022	1
10003, 10011, 10022, 10036	1
10003, 10011, 10022, 10065	1
10003, 10011, 10023, 10024	1
10003, 10011, 10024, 10025	1
10003, 10011, 10024, 10028, 10075, 10128, 10451, 10452	1
10003, 10011, 10025	2
10003, 10011, 10029	1
10003, 10011, 10036	4
10003, 10011, 10065	1
10003, 10011, 11101	1
10003, 10011, 11106	1
10003, 10011, 11201	2
10003, 10011, 11211	1
10003, 10011, 11211, 11222, 11249	1
10003, 10011, 11217	1
10003, 10012	83
10003, 10012, 10013	13
10003, 10012, 10013, 10021	1
10003, 10012, 10014	6
10003, 10012, 10014, 10018, 10036	1
10003, 10012, 10014, 11201	2
10003, 10012, 10017, 10018	1
