zip
00909	1
01002	1
01104	1
01109	1
01519	1
01532	1
01585	1
01746	1
01801	1
01810	1
01832	1
01844	2
01940	1
02054	1
02061	1
02110	1
02131	1
02135	1
02138	1
02139	1
02142	1
02152	1
02186	1
02322	1
02339	1
02368	1
02370	1
02446	1
02452	1
02453	1
02458	1
02472	1
02536	1
02806	1
02857	1
02864	1
02903	1
02906	1
02908	1
02914	1
03062	1
03063	1
03087	2
03801	1
04101	1
04416	1
04915	1
05401	1
06033	1
06037	1
06044	1
06057	1
06067	2
06074	1
06105	1
06110	1
06144	1
06320	1
06443	1
06450	1
06461	1
06470	1
06471	1
06473	1
06482	1
06489	1
06492	1
06511	1
06512	2
06524	1
06604	1
06606	1
06607	2
06612	1
06615	2
06754	1
06776	2
06790	1
06800	1
06801	4
06810	2
06813	1
06820	1
06824	1
06830	1
06840	2
06851	2
06854	3
06877	1
06880	1
06883	1
06890	1
06897	1
06901	1
06902	3
06903	1
06905	4
07002	2
07003	4
07004	14
07008	2
07009	2
07010	5
07011	2
07012	5
07013	7
07016	3
07017	1
07018	4
07020	5
07022	1
07024	7
07026	2
07028	1
07030	10
07031	4
07032	2
07033	3
07036	8
07039	2
07040	1
07042	3
07043	4
07045	3
07046	2
07047	10
07050	3
07052	4
07054	4
07055	2
07058	2
07059	1
07060	5
07063	1
07065	6
07068	1
07070	3
07071	3
07072	3
07073	2
07074	2
07078	1
07079	1
07080	7
07082	1
07083	9
07086	2
07087	9
07088	1
07090	2
07092	6
07093	8
07094	3
07095	4
07102	9
07103	10
07104	3
07105	1
07106	2
07107	4
07109	6
07110	4
07111	6
07114	3
07201	3
07202	2
07203	1
07204	1
07205	2
07206	1
07207	1
07208	3
07302	14
07304	1
07305	5
07306	7
07307	9
07310	3
07311	1
07405	3
07407	4
07410	4
07417	3
07424	1
07430	2
07432	1
07436	1
07438	1
07444	1
07446	4
07450	2
07452	2
07456	1
07458	1
07461	1
07465	1
07470	3
07474	1
07495	1
07501	1
07502	1
07506	4
07512	4
07514	1
07524	2
07538	1
07601	16
07603	1
07604	2
07606	1
07609	1
07621	2
07624	5
07626	1
07630	1
07631	5
07632	5
07640	1
07643	1
07644	3
07645	2
07647	4
07650	5
07652	3
07657	1
07660	1
07662	2
07663	3
07666	11
07670	1
07675	4
07677	1
07701	4
07702	2
07704	1
07711	1
07712	2
07717	1
07724	4
07726	6
07727	5
07728	5
07730	2
07731	2
07733	4
07735	5
07746	1
07747	4
07748	1
07751	4
07753	3
07755	2
07757	1
07801	4
07822	1
07828	2
07830	1
07834	2
07836	1
07840	1
07847	1
07850	1
07857	1
07866	4
07871	7
07901	2
07920	2
07922	3
07924	2
07927	3
07928	1
07930	2
07932	4
07936	4
07940	1
07945	1
07950	1
07960	2
07974	1
07980	1
08002	2
08005	1
08012	1
08016	1
08035	1
08036	3
08037	2
08043	1
08045	1
08046	1
08054	5
08055	1
08056	1
08057	2
08060	1
08062	1
08069	1
08077	2
08081	1
08085	1
08088	2
08094	1
08096	1
08097	1
08103	1
08104	1
08221	2
08322	1
08332	1
08406	1
08505	1
08510	1
08512	8
08514	1
08520	3
08525	1
08527	2
08533	1
08536	4
08540	13
08542	1
08550	5
08558	2
08562	1
08608	1
08609	1
08611	2
08619	3
08638	2
08648	1
08690	1
08691	4
08701	2
08724	1
08731	2
08736	5
08742	1
08753	1
08802	1
08805	3
08807	5
08812	1
08816	8
08817	12
08820	9
08822	4
08823	1
08827	1
08830	10
08831	3
08836	1
08837	4
08840	3
08844	6
08845	1
08846	1
08848	1
08852	3
08854	13
08857	2
08859	1
08862	1
08863	2
08873	11
08876	7
08879	1
08882	1
08901	6
08902	13
10001	197
10002	26
10003	52
10004	76
10005	52
10006	35
10007	34
10009	27
10010	69
10011	61
10012	41
10013	82
10014	28
10016	123
10017	81
10018	152
10019	48
10020	6
10021	14
10022	59
10023	38
10024	23
10025	54
10026	37
10027	82
10028	21
10029	33
10030	28
10031	32
10032	23
10033	23
10034	20
10035	36
10036	75
10037	18
10038	64
10039	14
10040	8
10044	5
10053	1
10065	11
10069	5
10075	8
10105	2
10106	1
10110	1
10111	2
10116	1
10118	5
10119	4
10120	8
10121	1
10122	5
10123	5
10128	20
10150	1
10151	4
10152	1
10153	1
10154	1
10155	1
10165	4
10166	5
10167	4
10168	3
10169	7
10170	5
10172	1
10173	1
10174	1
10175	1
10176	3
10177	4
10271	6
10276	1
10279	5
10280	9
10281	2
10282	1
10301	32
10302	17
10303	21
10304	30
10305	15
10306	18
10307	5
10308	9
10309	27
10310	14
10311	1
10312	21
10314	39
10451	26
10452	17
10453	20
10454	36
10455	18
10456	21
10457	32
10458	19
10458-4455	1
10459	16
10460	24
10461	33
10462	38
10463	29
10464	6
10465	15
10466	38
10467	37
10467-8550	1
10468	17
10469	60
10470	9
10471	10
10472	14
10473	27
10474	31
10475	15
10478	1
10501	1
10502	5
10504	5
10506	4
10507	2
10509	9
10510	5
10511	1
10512	8
10514	2
10516	3
10517	1
10518	1
10520	5
10522	2
10523	14
10528	8
10530	8
10532	2
10533	1
10536	3
10538	11
10541	9
10543	11
10549	10
10550	53
10552	11
10553	15
10560	2
10562	12
10566	12
10567	9
10570	2
10573	11
10579	1
10580	7
10583	11
10588	1
10589	2
10591	12
10594	3
10595	3
10598	11
10601	18
10603	6
10604	2
10605	8
10606	4
10607	6
10701	19
10703	6
10704	16
10705	8
10707	5
10708	6
10709	2
10710	19
10801	32
10802	1
10803	10
10804	10
10805	5
10901	8
10916	2
10920	4
10922	1
10923	4
10924	3
10925	2
10926	2
10930	2
10940	6
10941	4
10950	5
10952	2
10954	9
10956	15
10960	13
10962	1
10964	1
10965	4
10969	1
10970	3
10973	1
10977	11
10980	3
10981	1
10983	5
10986	1
10987	2
10989	4
10990	8
10992	1
10993	1
10994	2
11001	28
11003	28
11004	8
11010	7
11020	4
11021	18
11023	3
11024	1
11030	5
11038	1
11040	39
11042	4
11050	13
11096	3
11101	112
11102	13
11103	20
11104	16
11105	21
11106	29
11109	3
11201	116
11202	2
11203	52
11204	20
11205	42
11206	49
11207	51
11208	35
11209	14
11210	37
11211	34
11212	30
11213	27
11214	31
11215	78
11216	50
11217	45
11218	48
11219	17
11220	34
11221	45
11222	51
11223	24
11224	4
11225	55
11226	42
11226-2302	1
11228	16
11229	10
11230	38
11231	46
11232	40
11233	59
11234	66
11235	30
11236	58
11237	20
11238	74
11239	7
11241	2
11242	3
11246	1
11249	24
11251	1
11354	44
11355	15
11356	32
11357	27
11358	27
11360	6
11361	28
11362	3
11363	3
